source,type,year,var_short,value,iso3,var_long,residence,san_service_chain
ACS,Survey with microdata,2012,s_imp_n,99.83506,PRI,Improved,national,user interface
ACS,Survey with microdata,2013,s_imp_n,99.756955,PRI,Improved,national,user interface
ACS,Survey with microdata,2014,s_imp_n,99.830885,PRI,Improved,national,user interface
ACS,Survey with microdata,2015,s_imp_n,99.80853,PRI,Improved,national,user interface
CEN,Census,2000,s_sew_n,94.1,PRI,Sewer,national,user interface
ACS,Survey with microdata,2008,s_sew_n,99.29211,PRI,Sewer,national,user interface
ACS,Survey with microdata,2009,s_sew_n,99.39704,PRI,Sewer,national,user interface
AAA,Other,2010,s_sew_n,99.5821,PRI,Sewer,national,user interface
ACS,Survey with microdata,2011,s_sew_n,99.42379,PRI,Sewer,national,user interface
ACS,Survey with microdata,2012,s_sew_n,99.67012,PRI,Sewer,national,user interface
ACS,Survey with microdata,2013,s_sew_n,99.51391,PRI,Sewer,national,user interface
ACS,Survey with microdata,2014,s_sew_n,99.66177,PRI,Sewer,national,user interface
ACS,Survey with microdata,2015,s_sew_n,99.61706,PRI,Sewer,national,user interface
CEN,Census,2000,s_lat_n,2.950000000000003,PRI,Latrines and other improved,national,user interface
ACS,Survey with microdata,2008,s_lat_n,0.35394499999999596,PRI,Latrines and other improved,national,user interface
ACS,Survey with microdata,2009,s_lat_n,0.30147999999999797,PRI,Latrines and other improved,national,user interface
AAA,Other,2010,s_lat_n,0.20895000000000152,PRI,Latrines and other improved,national,user interface
ACS,Survey with microdata,2011,s_lat_n,0.2881050000000016,PRI,Latrines and other improved,national,user interface
ACS,Survey with microdata,2012,s_lat_n,0.16494000000000142,PRI,Latrines and other improved,national,user interface
ACS,Survey with microdata,2013,s_lat_n,0.24304500000000928,PRI,Latrines and other improved,national,user interface
ACS,Survey with microdata,2014,s_lat_n,0.1691149999999908,PRI,Latrines and other improved,national,user interface
ACS,Survey with microdata,2015,s_lat_n,0.19146999999999537,PRI,Latrines and other improved,national,user interface
AAA,Other,2015,s_treat_wtp_n,32.50916087980982,PRI,Treated at wastewater treatment plant,national,WW treatment
SDI,Admin,2008,s_imp_n,100,QAT,Improved,national,user interface
SDI,Admin,2009,s_imp_n,100,QAT,Improved,national,user interface
SDI,Admin,2010,s_imp_n,100,QAT,Improved,national,user interface
CEN,Census,2010,s_imp_n,100,QAT,Improved,national,user interface
SDI,Admin,2011,s_imp_n,100,QAT,Improved,national,user interface
SDI,Admin,2012,s_imp_n,100,QAT,Improved,national,user interface
SDI,Admin,2013,s_imp_n,100,QAT,Improved,national,user interface
SDI,Admin,2014,s_imp_n,100,QAT,Improved,national,user interface
CEN,Census,2015,s_imp_n,100,QAT,Improved,national,user interface
CEN,Census,2010,s_sew_n,76.9,QAT,Sewer,national,user interface
CEN,Census,2015,s_sew_n,91.4,QAT,Sewer,national,user interface
CEN,Census,2010,s_sep_n,23.1,QAT,Septic,national,user interface
CEN,Census,2015,s_sep_n,8.599999999999994,QAT,Septic,national,user interface
CEN,Census,2010,s_lat_n,0,QAT,Latrines and other improved,national,user interface
CEN,Census,2015,s_lat_n,0,QAT,Latrines and other improved,national,user interface
WS,Admin,2010,s_treat_wtp_u,100,QAT,Treated at wastewater treatment plant,urban,WW treatment
WS,Admin,2011,s_treat_wtp_u,100,QAT,Treated at wastewater treatment plant,urban,WW treatment
WS,Admin,2012,s_treat_wtp_u,100,QAT,Treated at wastewater treatment plant,urban,WW treatment
WS,Admin,2013,s_treat_wtp_u,100,QAT,Treated at wastewater treatment plant,urban,WW treatment
WS,Admin,2014,s_treat_wtp_u,100,QAT,Treated at wastewater treatment plant,urban,WW treatment
WS,Admin,2015,s_treat_wtp_u,100,QAT,Treated at wastewater treatment plant,urban,WW treatment
WS,Admin,2016,s_treat_wtp_u,100,QAT,Treated at wastewater treatment plant,urban,WW treatment
WS,Admin,2017,s_treat_wtp_u,100,QAT,Treated at wastewater treatment plant,urban,WW treatment
ES,Admin,2018,s_treat_wtp_u,100,QAT,Treated at wastewater treatment plant,urban,WW treatment
ES,Admin,2019,s_treat_wtp_u,100,QAT,Treated at wastewater treatment plant,urban,WW treatment
OECD,Admin,2000,s_imp_n,100,KOR,Improved,national,user interface
OECD,Admin,2001,s_imp_n,100,KOR,Improved,national,user interface
OECD,Admin,2002,s_imp_n,100,KOR,Improved,national,user interface
OECD,Admin,2003,s_imp_n,100,KOR,Improved,national,user interface
OECD,Admin,2004,s_imp_n,100,KOR,Improved,national,user interface
OECD,Admin,2005,s_imp_n,100,KOR,Improved,national,user interface
OECD,Admin,2006,s_imp_n,100,KOR,Improved,national,user interface
OECD,Admin,2007,s_imp_n,100,KOR,Improved,national,user interface
OECD,Admin,2008,s_imp_n,100,KOR,Improved,national,user interface
SK,Admin,2008,s_imp_n,100.04359262008096,KOR,Improved,national,user interface
OECD,Admin,2009,s_imp_n,100,KOR,Improved,national,user interface
SK,Admin,2009,s_imp_n,100.00140599691797,KOR,Improved,national,user interface
ESY,Admin,2010,s_imp_n,100,KOR,Improved,national,user interface
SK,Admin,2010,s_imp_n,99.96325353241912,KOR,Improved,national,user interface
OECD,Admin,2011,s_imp_n,100,KOR,Improved,national,user interface
SK,Admin,2011,s_imp_n,100.0414915033806,KOR,Improved,national,user interface
OECD,Admin,2012,s_imp_n,100,KOR,Improved,national,user interface
SK,Admin,2012,s_imp_n,99.95838945106476,KOR,Improved,national,user interface
OECD,Admin,2013,s_imp_n,100,KOR,Improved,national,user interface
SK,Admin,2013,s_imp_n,99.99064165235524,KOR,Improved,national,user interface
SK,Admin,2014,s_imp_n,100.04746042055729,KOR,Improved,national,user interface
OECD,Admin,2014,s_imp_n,100,KOR,Improved,national,user interface
SK,Admin,2015,s_imp_n,99.98262563381124,KOR,Improved,national,user interface
OECD,Admin,2015,s_imp_n,100,KOR,Improved,national,user interface
OECD,Admin,2016,s_imp_n,100,KOR,Improved,national,user interface
SK,Admin,2016,s_imp_n,99.999998108135,KOR,Improved,national,user interface
OECD,Admin,2017,s_imp_n,100,KOR,Improved,national,user interface
SK,Admin,2017,s_imp_n,99.63663228663889,KOR,Improved,national,user interface
OECD,Admin,2018,s_imp_n,100,KOR,Improved,national,user interface
SK,Admin,2018,s_imp_n,99.82324240802969,KOR,Improved,national,user interface
OECD,Admin,2000,s_sew_n,70.5,KOR,Sewer,national,user interface
OECD,Admin,2001,s_sew_n,73.2,KOR,Sewer,national,user interface
OECD,Admin,2002,s_sew_n,75.8,KOR,Sewer,national,user interface
OECD,Admin,2003,s_sew_n,78.8,KOR,Sewer,national,user interface
OECD,Admin,2004,s_sew_n,81.4,KOR,Sewer,national,user interface
OECD,Admin,2005,s_sew_n,83.5,KOR,Sewer,national,user interface
OECD,Admin,2006,s_sew_n,85.5,KOR,Sewer,national,user interface
OECD,Admin,2007,s_sew_n,87.1,KOR,Sewer,national,user interface
OECD,Admin,2008,s_sew_n,88.6,KOR,Sewer,national,user interface
SK,Admin,2008,s_sew_n,88.56422544310205,KOR,Sewer,national,user interface
OECD,Admin,2009,s_sew_n,89.4,KOR,Sewer,national,user interface
SK,Admin,2009,s_sew_n,89.37759208776296,KOR,Sewer,national,user interface
ESY,Admin,2010,s_sew_n,90.1,KOR,Sewer,national,user interface
SK,Admin,2010,s_sew_n,90.12905752787104,KOR,Sewer,national,user interface
OECD,Admin,2011,s_sew_n,90.9,KOR,Sewer,national,user interface
SK,Admin,2011,s_sew_n,90.94465245250838,KOR,Sewer,national,user interface
OECD,Admin,2012,s_sew_n,91.6,KOR,Sewer,national,user interface
SK,Admin,2012,s_sew_n,91.62806296802188,KOR,Sewer,national,user interface
OECD,Admin,2013,s_sew_n,92.1,KOR,Sewer,national,user interface
SK,Admin,2013,s_sew_n,92.11294615847416,KOR,Sewer,national,user interface
SK,Admin,2014,s_sew_n,92.53615552258688,KOR,Sewer,national,user interface
OECD,Admin,2014,s_sew_n,92.5,KOR,Sewer,national,user interface
SK,Admin,2015,s_sew_n,92.88550698017036,KOR,Sewer,national,user interface
OECD,Admin,2015,s_sew_n,92.9,KOR,Sewer,national,user interface
OECD,Admin,2016,s_sew_n,93.2,KOR,Sewer,national,user interface
SK,Admin,2016,s_sew_n,93.2218733497025,KOR,Sewer,national,user interface
OECD,Admin,2017,s_sew_n,93.6,KOR,Sewer,national,user interface
SK,Admin,2017,s_sew_n,93.20827738219552,KOR,Sewer,national,user interface
OECD,Admin,2018,s_sew_n,93.9,KOR,Sewer,national,user interface
SK,Admin,2018,s_sew_n,93.5491072290765,KOR,Sewer,national,user interface
OECD,Admin,2000,s_sep_n,29.5,KOR,Septic,national,user interface
OECD,Admin,2001,s_sep_n,26.8,KOR,Septic,national,user interface
OECD,Admin,2002,s_sep_n,24.2,KOR,Septic,national,user interface
OECD,Admin,2003,s_sep_n,21.2,KOR,Septic,national,user interface
OECD,Admin,2004,s_sep_n,18.6,KOR,Septic,national,user interface
OECD,Admin,2005,s_sep_n,16.5,KOR,Septic,national,user interface
OECD,Admin,2006,s_sep_n,14.5,KOR,Septic,national,user interface
OECD,Admin,2007,s_sep_n,12.9,KOR,Septic,national,user interface
OECD,Admin,2008,s_sep_n,11.4,KOR,Septic,national,user interface
SK,Admin,2008,s_sep_n,5.697380028969107,KOR,Septic,national,user interface
OECD,Admin,2009,s_sep_n,10.6,KOR,Septic,national,user interface
SK,Admin,2009,s_sep_n,5.623813909155007,KOR,Septic,national,user interface
ESY,Admin,2010,s_sep_n,9.9,KOR,Septic,national,user interface
SK,Admin,2010,s_sep_n,5.434196004548069,KOR,Septic,national,user interface
OECD,Admin,2011,s_sep_n,9.1,KOR,Septic,national,user interface
SK,Admin,2011,s_sep_n,5.1968390508722075,KOR,Septic,national,user interface
OECD,Admin,2012,s_sep_n,8.4,KOR,Septic,national,user interface
SK,Admin,2012,s_sep_n,4.830326483042864,KOR,Septic,national,user interface
OECD,Admin,2013,s_sep_n,7.9,KOR,Septic,national,user interface
SK,Admin,2013,s_sep_n,4.577695493881086,KOR,Septic,national,user interface
SK,Admin,2014,s_sep_n,4.511304897970405,KOR,Septic,national,user interface
OECD,Admin,2014,s_sep_n,7.5,KOR,Septic,national,user interface
SK,Admin,2015,s_sep_n,4.268998437037975,KOR,Septic,national,user interface
OECD,Admin,2015,s_sep_n,7.1,KOR,Septic,national,user interface
OECD,Admin,2016,s_sep_n,6.8,KOR,Septic,national,user interface
SK,Admin,2016,s_sep_n,3.809118842305749,KOR,Septic,national,user interface
OECD,Admin,2017,s_sep_n,6.4,KOR,Septic,national,user interface
SK,Admin,2017,s_sep_n,3.62613608831344,KOR,Septic,national,user interface
OECD,Admin,2018,s_sep_n,6.1,KOR,Septic,national,user interface
SK,Admin,2018,s_sep_n,3.452446394977002,KOR,Septic,national,user interface
OECD,Admin,2000,s_lat_n,0,KOR,Latrines and other improved,national,user interface
OECD,Admin,2001,s_lat_n,0,KOR,Latrines and other improved,national,user interface
OECD,Admin,2002,s_lat_n,0,KOR,Latrines and other improved,national,user interface
OECD,Admin,2003,s_lat_n,0,KOR,Latrines and other improved,national,user interface
OECD,Admin,2004,s_lat_n,0,KOR,Latrines and other improved,national,user interface
OECD,Admin,2005,s_lat_n,0,KOR,Latrines and other improved,national,user interface
OECD,Admin,2006,s_lat_n,0,KOR,Latrines and other improved,national,user interface
OECD,Admin,2007,s_lat_n,0,KOR,Latrines and other improved,national,user interface
OECD,Admin,2008,s_lat_n,0,KOR,Latrines and other improved,national,user interface
SK,Admin,2008,s_lat_n,5.781987148009819,KOR,Latrines and other improved,national,user interface
OECD,Admin,2009,s_lat_n,0,KOR,Latrines and other improved,national,user interface
SK,Admin,2009,s_lat_n,5,KOR,Latrines and other improved,national,user interface
ESY,Admin,2010,s_lat_n,0,KOR,Latrines and other improved,national,user interface
SK,Admin,2010,s_lat_n,4.400000000000006,KOR,Latrines and other improved,national,user interface
OECD,Admin,2011,s_lat_n,0,KOR,Latrines and other improved,national,user interface
SK,Admin,2011,s_lat_n,3.9000000000000057,KOR,Latrines and other improved,national,user interface
OECD,Admin,2012,s_lat_n,0,KOR,Latrines and other improved,national,user interface
SK,Admin,2012,s_lat_n,3.5,KOR,Latrines and other improved,national,user interface
OECD,Admin,2013,s_lat_n,0,KOR,Latrines and other improved,national,user interface
SK,Admin,2013,s_lat_n,3.299999999999997,KOR,Latrines and other improved,national,user interface
SK,Admin,2014,s_lat_n,3,KOR,Latrines and other improved,national,user interface
OECD,Admin,2014,s_lat_n,0,KOR,Latrines and other improved,national,user interface
SK,Admin,2015,s_lat_n,2.8281202166028976,KOR,Latrines and other improved,national,user interface
OECD,Admin,2015,s_lat_n,0,KOR,Latrines and other improved,national,user interface
OECD,Admin,2016,s_lat_n,0,KOR,Latrines and other improved,national,user interface
SK,Admin,2016,s_lat_n,2.969005916126733,KOR,Latrines and other improved,national,user interface
OECD,Admin,2017,s_lat_n,0,KOR,Latrines and other improved,national,user interface
SK,Admin,2017,s_lat_n,2.802218816129922,KOR,Latrines and other improved,national,user interface
OECD,Admin,2018,s_lat_n,0,KOR,Latrines and other improved,national,user interface
SK,Admin,2018,s_lat_n,2.821688783976171,KOR,Latrines and other improved,national,user interface
SK,Admin,2004,s_sep_nemp_n,95.33150851581507,KOR,Septic: not emptied,national,emptying
SK,Admin,2005,s_sep_nemp_n,94.7,KOR,Septic: not emptied,national,emptying
SK,Admin,2006,s_sep_nemp_n,94.7,KOR,Septic: not emptied,national,emptying
SK,Admin,2007,s_sep_nemp_n,95.1,KOR,Septic: not emptied,national,emptying
SK,Admin,2015,s_sep_nemp_n,29.102856902663547,KOR,Septic: not emptied,national,emptying
SK,Admin,2016,s_sep_nemp_n,22.99086120786005,KOR,Septic: not emptied,national,emptying
SK,Admin,2017,s_sep_nemp_n,17.952244974157225,KOR,Septic: not emptied,national,emptying
SK,Admin,2018,s_sep_nemp_n,21.18131930504973,KOR,Septic: not emptied,national,emptying
SK,Admin,2004,s_sep_ebo_n,0,KOR,Septic: emptied and buried onsite,national,emptying
SK,Admin,2005,s_sep_ebo_n,0,KOR,Septic: emptied and buried onsite,national,emptying
SK,Admin,2006,s_sep_ebo_n,0,KOR,Septic: emptied and buried onsite,national,emptying
SK,Admin,2007,s_sep_ebo_n,0,KOR,Septic: emptied and buried onsite,national,emptying
SK,Admin,2015,s_sep_ebo_n,0,KOR,Septic: emptied and buried onsite,national,emptying
SK,Admin,2016,s_sep_ebo_n,0,KOR,Septic: emptied and buried onsite,national,emptying
SK,Admin,2017,s_sep_ebo_n,0,KOR,Septic: emptied and buried onsite,national,emptying
SK,Admin,2018,s_sep_ebo_n,0,KOR,Septic: emptied and buried onsite,national,emptying
SK,Admin,2004,s_sep_edl_n,0,KOR,Septic: emptied and discharged locally,national,emptying
SK,Admin,2005,s_sep_edl_n,0,KOR,Septic: emptied and discharged locally,national,emptying
SK,Admin,2006,s_sep_edl_n,0,KOR,Septic: emptied and discharged locally,national,emptying
SK,Admin,2007,s_sep_edl_n,0,KOR,Septic: emptied and discharged locally,national,emptying
SK,Admin,2015,s_sep_edl_n,0,KOR,Septic: emptied and discharged locally,national,emptying
SK,Admin,2016,s_sep_edl_n,0,KOR,Septic: emptied and discharged locally,national,emptying
SK,Admin,2017,s_sep_edl_n,0,KOR,Septic: emptied and discharged locally,national,emptying
SK,Admin,2018,s_sep_edl_n,0,KOR,Septic: emptied and discharged locally,national,emptying
SK,Admin,2004,s_sep_ero_n,4.668491484184916,KOR,Septic: emptied and removed offsite,national,emptying
SK,Admin,2005,s_sep_ero_n,5.3,KOR,Septic: emptied and removed offsite,national,emptying
SK,Admin,2006,s_sep_ero_n,5.3,KOR,Septic: emptied and removed offsite,national,emptying
SK,Admin,2007,s_sep_ero_n,4.9,KOR,Septic: emptied and removed offsite,national,emptying
SK,Admin,2015,s_sep_ero_n,70.89714309733645,KOR,Septic: emptied and removed offsite,national,emptying
SK,Admin,2016,s_sep_ero_n,77.00913879213995,KOR,Septic: emptied and removed offsite,national,emptying
SK,Admin,2017,s_sep_ero_n,82.04775502584278,KOR,Septic: emptied and removed offsite,national,emptying
SK,Admin,2018,s_sep_ero_n,78.81868069495027,KOR,Septic: emptied and removed offsite,national,emptying
SK,Admin,2015,s_lat_nemp_n,29.102856902663547,KOR,Latrines: not emptied,national,emptying
SK,Admin,2016,s_lat_nemp_n,22.99086120786005,KOR,Latrines: not emptied,national,emptying
SK,Admin,2017,s_lat_nemp_n,17.952244974157225,KOR,Latrines: not emptied,national,emptying
SK,Admin,2018,s_lat_nemp_n,21.18131930504973,KOR,Latrines: not emptied,national,emptying
SK,Admin,2015,s_lat_ebo_n,0,KOR,Latrines: emptied and buried onsite,national,emptying
SK,Admin,2016,s_lat_ebo_n,0,KOR,Latrines: emptied and buried onsite,national,emptying
SK,Admin,2017,s_lat_ebo_n,0,KOR,Latrines: emptied and buried onsite,national,emptying
SK,Admin,2018,s_lat_ebo_n,0,KOR,Latrines: emptied and buried onsite,national,emptying
SK,Admin,2015,s_lat_edl_n,0,KOR,Latrines: emptied and discharged locally,national,emptying
SK,Admin,2016,s_lat_edl_n,0,KOR,Latrines: emptied and discharged locally,national,emptying
SK,Admin,2017,s_lat_edl_n,0,KOR,Latrines: emptied and discharged locally,national,emptying
SK,Admin,2018,s_lat_edl_n,0,KOR,Latrines: emptied and discharged locally,national,emptying
SK,Admin,2015,s_lat_ero_n,70.89714309733645,KOR,Latrines: emptied and removed offsite,national,emptying
SK,Admin,2016,s_lat_ero_n,77.00913879213995,KOR,Latrines: emptied and removed offsite,national,emptying
SK,Admin,2017,s_lat_ero_n,82.04775502584278,KOR,Latrines: emptied and removed offsite,national,emptying
SK,Admin,2018,s_lat_ero_n,78.81868069495027,KOR,Latrines: emptied and removed offsite,national,emptying
OECD,Admin,2000,s_treat_wtp_n,97.58865241667166,KOR,Treated at wastewater treatment plant,national,WW treatment
OECD,Admin,2001,s_treat_wtp_n,97.5409836419314,KOR,Treated at wastewater treatment plant,national,WW treatment
OECD,Admin,2002,s_treat_wtp_n,97.88918201924912,KOR,Treated at wastewater treatment plant,national,WW treatment
OECD,Admin,2003,s_treat_wtp_n,98.8578679979508,KOR,Treated at wastewater treatment plant,national,WW treatment
OECD,Admin,2004,s_treat_wtp_n,98.64864862292116,KOR,Treated at wastewater treatment plant,national,WW treatment
OECD,Admin,2005,s_treat_wtp_n,98.56287421960982,KOR,Treated at wastewater treatment plant,national,WW treatment
OECD,Admin,2006,s_treat_wtp_n,99.41520021672837,KOR,Treated at wastewater treatment plant,national,WW treatment
OECD,Admin,2007,s_treat_wtp_n,99.31113617453391,KOR,Treated at wastewater treatment plant,national,WW treatment
